customer_id,age,gender,date,location,num_items,avg_price
29325,41.0,M,1/3/23,"1133 East-West Connector, Austell, GA 30106",13.0,5.86
43236,41.0,M,1/3/23,"5800 W 10th St, Indianapolis, IN 46224",17.0,3.71
53665,58.0,F,1/3/23,"6586 GA-40, St. Marys, GA 31558",14.0,6.02
48782,35.0,M,1/3/23,"2465 Hempstead Tpke, East Meadow, NY 11554",8.0,6.56
67275,34.0,M,1/3/23,"1015 TX-80, San Marcos, TX 78666",6.0,8.47
56621,31.0,F,1/3/23,"615 S Cumberland St, Lebanon, TN 37087",10.0,8.13
36014,31.0,F,1/3/23,"585 N State St, Lindon, UT 84042",11.0,11.64
51605,25.0,F,1/3/23,"5335 US-280, Birmingham, AL 35242",10.0,13.5
45476,35.0,F,1/3/23,"406 S Walton Blvd, Bentonville, AR 72712",6.0,15.42
58723,52.0,F,1/3/23,"9248 Parkway E, Birmingham, AL 35206",8.0,8.56
52809,47.0,F,1/3/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",14.0,6.39
34055,34.0,F,1/3/23,"2901 Central Ave, Columbus, IN 47201",8.0,9.09
50519,18.0,M,1/3/23,"3550 S Stewart Ave, Springfield, MO 65807",10.0,7.4
29325,32.0,F,1/3/23,"4424 Lebanon Pike, Hermitage, TN 37076",5.0,7.4
56308,35.0,F,1/3/23,"1133 East-West Connector, Austell, GA 30106",10.0,6.0
74034,27.0,M,1/3/23,"175 Outer Loop, Louisville, KY 40214",6.0,10.02
45146,43.0,F,1/3/23,"1000 W Nifong Blvd, Columbia, MO 65203",8.0,2.64
50818,36.0,F,1/3/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",10.0,10.3
55639,29.0,F,1/3/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",10.0,5.3
51093,36.0,M,1/3/23,"1133 East-West Connector, Austell, GA 30106",7.0,8.77
65615,40.0,F,1/3/23,"77 Green Acres Rd S, Valley Stream, NY 11581",10.0,3.84
59638,47.0,F,1/4/23,"3550 S Stewart Ave, Springfield, MO 65807",8.0,8.58
61096,36.0,M,1/4/23,"4424 Lebanon Pike, Hermitage, IL 37076",10.0,6.35
53996,34.0,F,1/4/23,"765 Hurst St, Center, TX 75935",10.0,8.21
34768,18.0,F,1/4/23,"340 Norman Dr, Valdosta, GA 31601",8.0,9.37
61890,52.0,F,1/4/23,"5800 W 10th St, Indianapolis, IN 46224",15.0,3.74
66283,43.0,F,1/4/23,"5800 W 10th St, Indianapolis, IN 46224",11.0,17.51
59039,41.0,F,1/4/23,"1801 W Main St, West Plains, MO 65775",14.0,5.21
40103,27.0,F,1/4/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",6.0,9.39
56153,47.0,F,1/4/23,"200 Walmart Way, Avon, IN 46123",13.0,5.97
41530,42.0,M,1/4/23,"150 Altama Connector, Brunswick, GA 31525",16.0,9.07
52139,46.0,F,1/4/23,"2465 Hempstead Tpke, East Meadow, NY 11554",13.0,6.07
41646,20.0,M,1/4/23,"406 S Walton Blvd, Bentonville, AR 72712",8.0,8.55
47081,40.0,M,1/4/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",6.0,7.28
47474,24.0,F,1/4/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",10.0,5.02
50768,31.0,F,1/4/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",17.0,4.96
46350,31.0,F,1/4/23,"1133 East-West Connector, Austell, GA 30106",10.0,15.95
52392,37.0,F,1/4/23,"32225 Temecula Pkwy, Temecula, CA 92592",8.0,8.46
70607,48.0,F,1/4/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",10.0,5.56
38124,36.0,F,1/4/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",13.0,7.84
60010,42.0,M,1/4/23,"150 Altama Connector, Brunswick, GA 31525",13.0,4.55
47753,43.0,F,1/4/23,"1600 Montclair Rd, Birmingham, AL 35210",8.0,4.87
59163,39.0,M,1/4/23,"304 S Rockwood Dr, Cabot, AR 72023",8.0,6.65
46776,40.0,F,1/5/23,"1550 Nashville Rd, Franklin, KY 42134",14.0,6.82
51795,39.0,M,1/5/23,"4424 Lebanon Pike, Hermitage, IL 37076",14.0,6.88
37630,43.0,M,1/5/23,"1900 S 1st St, Artesia, NM 88210",10.0,14.5
53665,37.0,M,1/5/23,"340 Norman Dr, Valdosta, GA 31601",14.0,17.91
50030,27.0,M,1/5/23,"5335 US-280, Birmingham, AL 35242",6.0,2.82
64926,28.0,M,1/5/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",11.0,3.04
59640,37.0,F,1/5/23,"1133 East-West Connector, Austell, GA 30106",6.0,13.12
45538,40.0,M,1/5/23,"2100 Chapel Hill Rd, Columbia, MO 65201",12.0,6.42
63149,22.0,M,1/5/23,"3550 S Stewart Ave, Springfield, MO 65807",7.0,9.32
65380,32.0,M,1/5/23,"1015 TX-80, San Marcos, TX 78666",14.0,11.06
56482,22.0,F,1/5/23,"2110 W Walnut St, Rogers, AR 72756",15.0,2.43
60490,26.0,M,1/5/23,"340 Norman Dr, Valdosta, GA 31601",10.0,6.56
62784,29.0,M,1/5/23,"5800 W 10th St, Indianapolis, IN 46224",17.0,8.9
44531,30.0,M,1/5/23,"1000 W Nifong Blvd, Columbia, MO 65203",11.0,6.91
47081,39.0,F,1/5/23,"4424 Lebanon Pike, Hermitage, IL 37076",16.0,8.91
51329,41.0,M,1/5/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",15.0,11.23
53191,27.0,M,1/5/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",12.0,10.07
56191,46.0,M,1/5/23,"4848 900 W, Riverdale, UT 84405",9.0,5.15
68314,55.0,F,1/5/23,"1133 East-West Connector, Austell, GA 30106",14.0,2.78
45261,18.0,M,1/5/23,"585 N State St, Lindon, UT 84042",18.0,8.38
42167,36.0,F,1/5/23,"340 Norman Dr, Valdosta, GA 31601",10.0,24.74
51777,37.0,F,1/5/23,"1936 N Lecanto Hwy, Lecanto, FL 34461",11.0,6.75
51920,18.0,M,1/5/23,"340 Norman Dr, Valdosta, GA 31601",9.0,6.61
50212,39.0,F,1/5/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",8.0,10.02
45499,39.0,F,1/5/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, IL 61522",19.0,7.85
46331,38.0,M,1/5/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",11.0,3.94
63821,45.0,M,1/5/23,"204 N Anderson Ln, Hendersonville, TN 37075",6.0,19.04
43459,51.0,F,1/5/23,"1600 Montclair Rd, Birmingham, AL 35210",11.0,6.04
54824,24.0,F,1/5/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",15.0,4.63
54442,36.0,F,1/6/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, IL 61522",9.0,12.74
41151,41.0,M,1/6/23,"8151 E Washington St, Indianapolis, IN 46219",8.0,6.85
35862,44.0,M,1/6/23,"350 Hope Ave, Salt Lake City, UT 84115",12.0,4.27
47288,26.0,F,1/6/23,"2100 Vista Way, Oceanside, CA 92054",13.0,9.3
57257,51.0,F,1/6/23,"4424 Lebanon Pike, Hermitage, TN 37076",8.0,5.27
59694,45.0,F,1/6/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, IL 61522",13.0,7.4
55562,31.0,M,1/6/23,"4424 Lebanon Pike, Hermitage, TN 37076",11.0,2.79
48529,23.0,M,1/6/23,"32225 Temecula Pkwy, Temecula, CA 92592",11.0,5.63
60005,30.0,M,1/6/23,"3550 S Stewart Ave, Springfield, MO 65807",11.0,7.4
48195,30.0,M,1/6/23,"1725 New Hope Church Rd, Raleigh, NC 27609",7.0,6.61
53991,37.0,F,1/6/23,"4424 Lebanon Pike, Hermitage, IL 37076",12.0,12.64
46968,31.0,F,1/6/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",14.0,4.73
56963,20.0,M,1/6/23,"5469 S Redwood Rd, Taylorsville, UT 84123",8.0,6.39
57368,32.0,F,1/6/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",7.0,2.73
41963,44.0,M,1/6/23,"1015 TX-80, San Marcos, TX 78666",3.0,7.4
62625,31.0,M,1/6/23,"32225 Temecula Pkwy, Temecula, CA 92592",14.0,17.49
51693,31.0,F,1/6/23,"585 N State St, Lindon, UT 84042",17.0,6.72
45544,30.0,F,1/6/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",11.0,7.35
50557,25.0,M,1/7/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",12.0,3.18
57513,48.0,F,1/7/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",15.0,7.0
59648,38.0,F,1/7/23,"2100 Chapel Hill Rd, Columbia, MO 65201",13.0,2.39
74457,23.0,M,1/7/23,"2465 Hempstead Tpke, East Meadow, NY 11554",6.0,8.95
50822,31.0,M,1/7/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",5.0,3.18
53109,41.0,M,1/7/23,"2100 88th St, North Bergen, NY 07047",11.0,4.59
47803,34.0,M,1/7/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",14.0,13.21
47790,29.0,F,1/7/23,"2901 Central Ave, Columbus, IN 47201",11.0,11.16
44448,32.0,F,1/7/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",4.0,13.89
50928,30.0,F,1/7/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",5.0,10.71
59531,25.0,M,1/7/23,"2800 NC-24 #87, Cameron, NC 28326",8.0,4.22
46975,43.0,F,1/7/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, IL 61522",17.0,7.97
55079,51.0,M,1/7/23,"350 Hope Ave, Salt Lake City, UT 84115",8.0,7.68
59192,22.0,M,1/7/23,"1936 N Lecanto Hwy, Lecanto, FL 34461",6.0,4.47
59495,41.0,F,1/7/23,"2100 Vista Way, Oceanside, CA 92054",14.0,6.7
50485,52.0,F,1/7/23,"1801 W Main St, West Plains, MO 65775",13.0,5.31
50480,35.0,F,1/7/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",9.0,5.81
43960,27.0,F,1/7/23,"200 Walmart Way, Avon, IN 46123",15.0,8.19
58576,35.0,F,1/7/23,"1133 East-West Connector, Austell, GA 30106",12.0,15.19
53811,26.0,F,1/7/23,"2100 Chapel Hill Rd, Columbia, MO 65201",11.0,5.52
62130,26.0,F,1/7/23,"175 Outer Loop, Louisville, KY 40214",9.0,8.32
55609,20.0,M,1/7/23,"79295 CA-111, La Quinta, CA 92253",7.0,5.32
47918,38.0,F,1/7/23,"304 S Rockwood Dr, Cabot, AR 72023",13.0,12.86
68467,42.0,F,1/8/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",18.0,17.22
34433,47.0,F,1/8/23,"79295 CA-111, La Quinta, CA 92253",11.0,9.57
64093,38.0,F,1/8/23,"1900 S 1st St, Artesia, NM 88210",15.0,6.57
47865,37.0,F,1/8/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",7.0,15.73
53098,46.0,F,1/8/23,"77 Green Acres Rd S, Valley Stream, NY 11581",11.0,8.09
63017,37.0,M,1/8/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",10.0,14.15
40667,47.0,M,1/8/23,"1936 N Lecanto Hwy, Lecanto, FL 34461",14.0,15.16
67722,25.0,F,1/8/23,"615 S Cumberland St, Lebanon, TN 37087",12.0,7.68
68767,40.0,M,1/8/23,"2901 Central Ave, Columbus, IN 47201",9.0,11.35
68657,47.0,F,1/8/23,"615 S Cumberland St, Lebanon, AL 37087",6.0,4.62
52240,51.0,F,1/8/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",9.0,2.34
55705,30.0,M,1/8/23,"175 Outer Loop, Louisville, KY 40214",10.0,16.19
54477,27.0,M,1/8/23,"2100 Chapel Hill Rd, Columbia, MO 65201",8.0,7.4
70574,52.0,F,1/8/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",12.0,7.22
45790,45.0,M,1/8/23,"5335 US-280, Birmingham, AL 35242",10.0,4.94
48656,19.0,M,1/8/23,"4424 Lebanon Pike, Hermitage, IL 37076",7.0,5.26
61965,18.0,M,1/8/23,"1801 W Main St, West Plains, MO 65775",11.0,10.29
39841,54.0,M,1/8/23,"2100 Chapel Hill Rd, Columbia, MO 65201",13.0,10.61
66420,46.0,F,1/8/23,"2110 W Walnut St, Rogers, AR 72756",18.0,3.52
49623,38.0,F,1/8/23,"1900 S 1st St, Artesia, NM 88210",9.0,4.4
47510,31.0,F,1/8/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",12.0,4.47
65511,21.0,F,1/8/23,"350 Hope Ave, Salt Lake City, UT 84115",13.0,11.21
59278,37.0,F,1/8/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",11.0,2.41
53231,22.0,M,1/8/23,"200 Walmart Way, Avon, IN 46123",10.0,3.1
50488,24.0,F,1/8/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",7.0,6.6
41243,31.0,F,1/8/23,"3550 S Stewart Ave, Springfield, MO 65807",11.0,9.39
71422,27.0,M,1/8/23,"350 Hope Ave, Salt Lake City, UT 84115",12.0,7.4
42008,30.0,M,1/8/23,"340 Norman Dr, Valdosta, GA 31601",7.0,7.25
53319,42.0,M,1/8/23,"1650 TX-351, Abilene, TX 79601",16.0,16.65
55010,29.0,M,1/8/23,"615 S Cumberland St, Lebanon, TN 37087",10.0,3.87
56452,33.0,M,1/8/23,"1600 Montclair Rd, Birmingham, AL 35210",10.0,13.26
59356,29.0,F,1/9/23,"2465 Hempstead Tpke, East Meadow, NY 11554",10.0,12.39
53142,23.0,F,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",7.0,4.58
48720,18.0,F,1/9/23,"5469 S Redwood Rd, Taylorsville, UT 84123",12.0,4.19
58563,30.0,M,1/9/23,"1650 TX-351, Abilene, TX 79601",17.0,12.5
65945,37.0,F,1/9/23,"1133 East-West Connector, Austell, GA 30106",12.0,12.83
50733,30.0,M,1/9/23,"1900 S 1st St, Artesia, NM 88210",10.0,3.96
56543,30.0,F,1/9/23,"1936 N Lecanto Hwy, Lecanto, FL 34461",13.0,10.44
41830,58.0,F,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",12.0,7.18
40016,24.0,M,1/9/23,"765 Hurst St, Center, TX 75935",17.0,6.86
45847,44.0,M,1/9/23,"200 Walmart Way, Avon, IN 46123",11.0,9.21
56860,29.0,M,1/9/23,"6100 Paseo Del Norte Blvd NE, Albuquerque, NM 87113",9.0,11.53
52504,37.0,M,1/9/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",6.0,8.95
55629,26.0,M,1/9/23,"2901 Central Ave, Columbus, IN 47201",12.0,7.51
46975,25.0,M,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",7.0,4.99
40269,18.0,F,1/9/23,"765 Hurst St, Center, TX 75935",6.0,10.23
54847,31.0,F,1/9/23,"204 N Anderson Ln, Hendersonville, TN 37075",15.0,5.35
61437,33.0,M,1/9/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",11.0,10.65
44398,45.0,F,1/9/23,"32225 Temecula Pkwy, Temecula, CA 92592",11.0,2.68
64711,18.0,M,1/9/23,"304 S Rockwood Dr, Cabot, AR 72023",7.0,4.62
40919,54.0,M,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",16.0,5.96
44742,24.0,M,1/9/23,"6586 GA-40, St. Marys, GA 31558",11.0,7.66
50210,50.0,F,1/9/23,"765 Hurst St, Center, TX 75935",10.0,6.28
55072,33.0,F,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",7.0,2.85
51429,49.0,M,1/9/23,"5800 W 10th St, Indianapolis, IN 46224",11.0,4.49
49374,36.0,F,1/9/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",9.0,5.08
59640,38.0,F,1/9/23,"340 Norman Dr, Valdosta, GA 31601",7.0,18.07
51975,26.0,F,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",10.0,8.76
53772,35.0,M,1/9/23,"615 S Cumberland St, Lebanon, TN 37087",8.0,9.46
43977,45.0,M,1/10/23,"200 Walmart Way, Avon, IN 46123",7.0,6.09
48250,18.0,M,1/10/23,"2988 Burkesville Rd, Columbia, KY 42728",5.0,4.4
40316,32.0,M,1/10/23,"175 Outer Loop, Louisville, KY 40214",6.0,16.51
51335,36.0,M,1/10/23,"1600 Montclair Rd, Birmingham, AL 35210",10.0,4.63
57140,30.0,M,1/10/23,"2110 W Walnut St, Rogers, AR 72756",8.0,7.75
67753,27.0,F,1/10/23,"615 S Cumberland St, Lebanon, TN 37087",12.0,7.78
47596,55.0,F,1/10/23,"6586 GA-40, St. Marys, GA 31558",4.0,2.74
30245,32.0,F,1/10/23,"1550 Nashville Rd, Franklin, KY 42134",12.0,8.15
39600,31.0,F,1/10/23,"204 N Anderson Ln, Hendersonville, TN 37075",13.0,7.4
46251,30.0,M,1/10/23,"2988 Burkesville Rd, Columbia, KY 42728",7.0,5.9
55770,31.0,F,1/10/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",13.0,6.91
52673,46.0,F,1/10/23,"79295 CA-111, La Quinta, CA 92253",10.0,8.78
38313,35.0,M,1/10/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",14.0,7.36
44839,29.0,F,1/10/23,"1015 TX-80, San Marcos, TX 78666",9.0,9.27
47524,18.0,F,1/10/23,"200 Walmart Way, Avon, IN 46123",11.0,13.28
40175,46.0,F,1/10/23,"8151 E Washington St, Indianapolis, IN 46219",14.0,5.49
59192,40.0,M,1/10/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",9.0,5.94
52715,22.0,M,1/10/23,"585 N State St, Lindon, UT 84042",11.0,8.19
44672,45.0,M,1/10/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",11.0,5.06
60654,37.0,F,1/10/23,"5335 US-280, Birmingham, AL 35242",10.0,6.35
41917,23.0,M,1/10/23,"79295 CA-111, La Quinta, CA 92253",15.0,5.27
46739,22.0,F,1/10/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",8.0,8.23
68314,31.0,F,1/11/23,"2800 NC-24 #87, Cameron, NC 28326",7.0,5.35
49116,33.0,M,1/11/23,"1725 New Hope Church Rd, Raleigh, NC 27609",12.0,7.98
38732,43.0,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",11.0,3.47
41968,44.0,F,1/11/23,"1000 W Nifong Blvd, Columbia, MO 65203",9.0,4.71
58831,30.0,M,1/11/23,"79295 CA-111, La Quinta, CA 92253",13.0,4.25
35210,55.0,M,1/11/23,"1000 W Nifong Blvd, Columbia, MO 65203",11.0,9.35
38583,23.0,F,1/11/23,"2100 Chapel Hill Rd, Columbia, MO 65201",4.0,6.37
53570,37.0,F,1/11/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",14.0,6.91
52704,35.0,F,1/11/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",10.0,10.28
45111,42.0,M,1/11/23,"5469 S Redwood Rd, Taylorsville, UT 84123",9.0,4.03
55725,48.0,F,1/11/23,"915 E Randol Mill Rd, Arlington, TX 76011",13.0,9.48
50242,48.0,M,1/11/23,"204 N Anderson Ln, Hendersonville, TN 37075",9.0,7.4
64415,39.0,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",12.0,12.48
49734,36.0,F,1/11/23,"5335 US-280, Birmingham, AL 35242",14.0,5.21
50895,37.0,M,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",17.0,8.04
44827,18.0,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",14.0,7.51
51798,36.0,F,1/11/23,"340 Norman Dr, Valdosta, GA 31601",6.0,8.8
43230,39.0,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",15.0,10.21
43462,32.0,F,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",10.0,7.4
53464,42.0,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",12.0,8.17
74034,34.0,M,1/11/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",5.0,5.52
39934,40.0,M,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",7.0,12.35
66283,35.0,F,1/11/23,"8151 E Washington St, Indianapolis, IN 46219",15.0,3.65
57513,36.0,F,1/11/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",14.0,9.6
53885,18.0,M,1/11/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",17.0,14.24
64799,38.0,M,1/11/23,"2100 Vista Way, Oceanside, CA 92054",9.0,6.57
50212,24.0,M,1/11/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",13.0,6.05
49094,43.0,M,1/11/23,"6586 GA-40, St. Marys, GA 31558",11.0,5.18
51764,18.0,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",7.0,13.42
53613,31.0,F,1/12/23,"3550 S Stewart Ave, Springfield, MO 65807",5.0,4.11
57257,19.0,M,1/12/23,"4424 Lebanon Pike, Hermitage, TN 37076",12.0,7.61
43993,44.0,F,1/12/23,"915 E Randol Mill Rd, Arlington, TX 76011",12.0,5.61
51135,47.0,F,1/12/23,"1550 Nashville Rd, Franklin, KY 42134",10.0,6.98
50865,28.0,F,1/12/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",12.0,9.81
49530,40.0,F,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",9.0,25.25
47193,44.0,M,1/12/23,"5335 US-280, Birmingham, AL 35242",17.0,9.54
42923,47.0,F,1/12/23,"32225 Temecula Pkwy, Temecula, CA 92592",5.0,3.98
47751,19.0,F,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",3.0,10.96
37488,22.0,M,1/12/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",4.0,12.57
68732,36.0,M,1/12/23,"141 Washington Ave Ext, Albany, NY 12205",11.0,4.04
47426,35.0,F,1/12/23,"2100 Vista Way, Oceanside, CA 92054",9.0,8.4
44084,49.0,F,1/12/23,"1133 East-West Connector, Austell, GA 30106",9.0,4.92
37691,24.0,M,1/12/23,"6100 Paseo Del Norte Blvd NE, Albuquerque, NM 87113",13.0,4.68
47587,49.0,F,1/12/23,"1801 W Main St, West Plains, MO 65775",13.0,8.22
42979,44.0,M,1/12/23,"304 S Rockwood Dr, Cabot, AR 72023",12.0,8.65
45339,45.0,F,1/12/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",14.0,5.94
59843,37.0,M,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",9.0,15.67
60538,35.0,F,1/12/23,"2988 Burkesville Rd, Columbia, KY 42728",13.0,7.91
39996,18.0,F,1/12/23,"2100 Chapel Hill Rd, Columbia, MO 65201",13.0,5.69
67359,29.0,F,1/12/23,"200 Walmart Way, Avon, IN 46123",12.0,8.6
71221,45.0,M,1/12/23,"32225 Temecula Pkwy, Temecula, CA 92592",16.0,4.85
56982,32.0,M,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",10.0,7.66
46346,29.0,M,1/12/23,"4424 Lebanon Pike, Hermitage, TN 37076",19.0,8.4
56347,32.0,M,1/13/23,"585 N State St, Lindon, UT 84042",11.0,2.66
60858,34.0,M,1/13/23,"5800 W 10th St, Indianapolis, IN 46224",10.0,10.38
54567,43.0,F,1/13/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",14.0,9.95
