customer_id,age,gender,date,location,num_items,avg_price
47510,31,F,1/8/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",12,4.47
65511,21,F,1/8/23,"350 Hope Ave, Salt Lake City, UT 84115",13,11.21
59278,37,F,1/8/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",11,2.41
53231,22,M,1/8/23,"200 Walmart Way, Avon, IN 46123",10,3.1
50488,24,F,1/8/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",7,6.6
41243,31,F,1/8/23,"3550 S Stewart Ave, Springfield, MO 65807",11,9.39
71422,27,M,1/8/23,"350 Hope Ave, Salt Lake City, UT 84115",12,
42008,30,M,1/8/23,"340 Norman Dr, Valdosta, GA 31601",7,7.25
53319,42,M,1/8/23,"1650 TX-351, Abilene, TX 79601",16,16.65
55010,29,M,1/8/23,"615 S Cumberland St, Lebanon, TN 37087",10,3.87
56452,33,M,1/8/23,"1600 Montclair Rd, Birmingham, AL 35210",10,13.26
59356,29,F,1/9/23,"2465 Hempstead Tpke, East Meadow, NY 11554",10,12.39
53142,23,F,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",7,4.58
48720,18,F,1/9/23,"5469 S Redwood Rd, Taylorsville, UT 84123",12,4.19
58563,30,M,1/9/23,"1650 TX-351, Abilene, TX 79601",17,12.5
65945,37,F,1/9/23,,12,12.83
50733,30,M,1/9/23,"1900 S 1st St, Artesia, NM 88210",10,3.96
56543,30,F,1/9/23,"1936 N Lecanto Hwy, Lecanto, FL 34461",13,10.44
41830,58,F,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",12,7.18
40016,24,M,1/9/23,"765 Hurst St, Center, TX 75935",17,6.86
45847,44,M,1/9/23,"200 Walmart Way, Avon, IN 46123",11,9.21
56860,29,M,1/9/23,"6100 Paseo Del Norte Blvd NE, Albuquerque, NM 87113",9,11.53
52504,37,M,1/9/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",6,8.95
55629,26,M,1/9/23,"2901 Central Ave, Columbus, IN 47201",12,7.51
46975,25,M,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",7,4.99
40269,18,F,1/9/23,"765 Hurst St, Center, TX 75935",6,10.23
54847,31,F,1/9/23,"204 N Anderson Ln, Hendersonville, TN 37075",15,5.35
61437,33,M,1/9/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",11,10.65
44398,45,F,1/9/23,"32225 Temecula Pkwy, Temecula, CA 92592",11,2.68
64711,18,M,1/9/23,"304 S Rockwood Dr, Cabot, AR 72023",7,4.62
40919,54,M,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",16,5.96
44742,24,M,1/9/23,"6586 GA-40, St. Marys, GA 31558",11,7.66
50210,50,F,1/9/23,"765 Hurst St, Center, TX 75935",10,6.28
55072,33,F,1/9/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",7,2.85
51429,49,M,1/9/23,"5800 W 10th St, Indianapolis, IN 46224",11,4.49
49374,36,F,1/9/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",9,5.08
59640,38,F,1/9/23,"340 Norman Dr, Valdosta, GA 31601",7,18.07
51975,26,F,1/9/23,"2000 Old Fort Pkwy, Murfreesboro, IL 37129",10,8.76
53772,35,M,1/9/23,"615 S Cumberland St, Lebanon, TN 37087",8,9.46
43977,45,M,1/10/23,"200 Walmart Way, Avon, IN 46123",7,6.09
48250,18,M,1/10/23,"2988 Burkesville Rd, Columbia, KY 42728",5,4.4
40316,32,M,1/10/23,"175 Outer Loop, Louisville, KY 40214",6,16.51
51335,36,M,1/10/23,"1600 Montclair Rd, Birmingham, AL 35210",10,4.63
57140,30,M,1/10/23,"2110 W Walnut St, Rogers, AR 72756",8,7.75
67753,27,F,1/10/23,"615 S Cumberland St, Lebanon, TN 37087",12,7.78
47596,55,F,1/10/23,"6586 GA-40, St. Marys, GA 31558",4,2.74
30245,32,F,1/10/23,"1550 Nashville Rd, Franklin, KY 42134",12,8.15
39600,31,F,1/10/23,"204 N Anderson Ln, Hendersonville, TN 37075",13,
46251,30,M,1/10/23,"2988 Burkesville Rd, Columbia, KY 42728",7,5.9
55770,31,,1/10/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",13,6.91
52673,46,F,1/10/23,"79295 CA-111, La Quinta, CA 92253",10,8.78
38313,,M,1/10/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",14,7.36
44839,29,F,1/10/23,"1015 TX-80, San Marcos, TX 78666",9,9.27
47524,18,F,1/10/23,"200 Walmart Way, Avon, IN 46123",11,13.28
40175,46,F,1/10/23,"8151 E Washington St, Indianapolis, IN 46219",14,5.49
59192,40,M,1/10/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",9,5.94
52715,22,M,1/10/23,"585 N State St, Lindon, UT 84042",,8.19
44672,45,M,1/10/23,"4208 Pleasant Crossing Blvd, Rogers, AR 72758",,5.06
60654,37,F,1/10/23,"5335 US-280, Birmingham, AL 35242",10,6.35
41917,23,M,1/10/23,"79295 CA-111, La Quinta, CA 92253",15,5.27
46739,22,F,1/10/23,"10000 Coors Blvd NW, Albuquerque, NM 87114",8,8.23
68314,31,F,1/11/23,"2800 NC-24 #87, Cameron, NC 28326",7,5.35
49116,33,M,1/11/23,"1725 New Hope Church Rd, Raleigh, NC 27609",12,7.98
38732,43,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",,3.47
41968,44,F,1/11/23,"1000 W Nifong Blvd, Columbia, MO 65203",9,4.71
58831,30,M,1/11/23,"79295 CA-111, La Quinta, CA 92253",13,4.25
35210,55,M,1/11/23,"1000 W Nifong Blvd, Columbia, MO 65203",11,9.35
38583,23,F,1/11/23,"2100 Chapel Hill Rd, Columbia, MO 65201",4,6.37
53570,37,F,1/11/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",14,6.91
52704,35,F,1/11/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",10,10.28
45111,42,M,1/11/23,"5469 S Redwood Rd, Taylorsville, UT 84123",9,4.03
55725,48,F,1/11/23,"915 E Randol Mill Rd, Arlington, TX 76011",13,9.48
50242,48,M,1/11/23,"204 N Anderson Ln, Hendersonville, TN 37075",9,
64415,39,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",12,12.48
49734,36,F,1/11/23,"5335 US-280, Birmingham, AL 35242",14,5.21
50895,37,M,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",17,8.04
44827,18,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",14,7.51
51798,36,F,1/11/23,"340 Norman Dr, Valdosta, GA 31601",6,8.8
43230,39,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",15,10.21
43462,32,F,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",10,
53464,42,M,1/11/23,"1133 East-West Connector, Austell, GA 30106",12,8.17
74034,34,M,1/11/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",5,5.52
39934,40,M,1/11/23,"406 S Walton Blvd, Bentonville, AR 72712",7,12.35
66283,35,F,1/11/23,"8151 E Washington St, Indianapolis, IN 46219",15,3.65
57513,36,F,1/11/23,"1861 S San Jacinto Ave, San Jacinto, CA 92583",14,9.6
53885,18,M,1/11/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",17,14.24
64799,38,M,1/11/23,"2100 Vista Way, Oceanside, CA 92054",9,6.57
50212,24,M,1/11/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",13,6.05
49094,43,M,1/11/23,"6586 GA-40, St. Marys, GA 31558",11,5.18
51764,18,M,1/11/23,"300 Pleasant Grove Rd Ste 600, Mount Juliet, TN 37122",7,13.42
53613,31,F,1/12/23,"3550 S Stewart Ave, Springfield, MO 65807",5,4.11
57257,19,M,1/12/23,"4424 Lebanon Pike, Hermitage, TN 37076",12,7.61
43993,44,F,1/12/23,"915 E Randol Mill Rd, Arlington, TX 76011",12,5.61
51135,47,F,1/12/23,"1550 Nashville Rd, Franklin, KY 42134",10,6.98
50865,28,F,1/12/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",12,9.81
49530,40,,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",9,25.25
47193,44,M,1/12/23,"5335 US-280, Birmingham, AL 35242",17,9.54
42923,47,F,1/12/23,"32225 Temecula Pkwy, Temecula, CA 92592",5,3.98
47751,19,F,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",3,10.96
37488,22,M,1/12/23,"5511 Murfreesboro Rd, La Vergne, IL 37086",4,12.57
68732,36,M,1/12/23,"141 Washington Ave Ext, Albany, NY 12205",11,4.04
47426,,F,1/12/23,"2100 Vista Way, Oceanside, CA 92054",9,8.4
44084,49,F,1/12/23,,9,4.92
37691,24,M,1/12/23,"6100 Paseo Del Norte Blvd NE, Albuquerque, NM 87113",13,4.68
47587,49,F,1/12/23,"1801 W Main St, West Plains, MO 65775",13,8.22
42979,44,M,1/12/23,"304 S Rockwood Dr, Cabot, AR 72023",12,8.65
45339,45,F,1/12/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",14,5.94
59843,37,M,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",9,15.67
60538,35,F,1/12/23,"2988 Burkesville Rd, Columbia, KY 42728",13,7.91
39996,18,F,1/12/23,"2100 Chapel Hill Rd, Columbia, MO 65201",13,5.69
67359,29,F,1/12/23,"200 Walmart Way, Avon, IN 46123",12,8.6
71221,45,M,1/12/23,"32225 Temecula Pkwy, Temecula, CA 92592",16,4.85
56982,32,M,1/12/23,"4424 Lebanon Pike, Hermitage, IL 37076",10,7.66
46346,29,M,1/12/23,"4424 Lebanon Pike, Hermitage, TN 37076",19,8.4
56347,32,M,1/13/23,"585 N State St, Lindon, UT 84042",11,2.66
60858,34,M,1/13/23,"5800 W 10th St, Indianapolis, IN 46224",10,10.38
54567,43,F,1/13/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",14,9.95
37031,40,M,1/13/23,"2461 E Gulf To Lake Hwy, Inverness, FL 34453",9,7.82
58724,47,M,1/13/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",9,5.65
44337,29,F,1/13/23,"6885 S Suncoast Blvd, Homosassa, FL 34446",18,8.08
42432,38,F,1/13/23,,10,4.99
51965,48,M,1/13/23,"6586 GA-40, St. Marys, GA 31558",9,6.27
39465,34,F,1/13/23,"3826 S Suncoast Blvd, Homosassa, FL 34448",9,13.77
59531,33,F,1/13/23,"1725 New Hope Church Rd, Raleigh, NC 27609",8,7.38
70740,52,F,1/13/23,"915 E Randol Mill Rd, Arlington, TX 76011",6,4.41
45261,37,F,1/13/23,"350 Hope Ave, Salt Lake City, UT 84115",12,7.67
58128,28,M,1/13/23,"350 Hope Ave, Salt Lake City, UT 84115",7,7.94
43977,37,M,1/13/23,"8151 E Washington St, Indianapolis, IN 46219",15,7.92
60786,25,M,1/13/23,"585 N State St, Lindon, UT 84042",13,7.26
38967,33,M,1/13/23,"304 S Rockwood Dr, Cabot, AR 72023",16,15.37
42271,36,F,1/13/23,"406 S Walton Blvd, Bentonville, AR 72712",8,12.86
54363,35,F,1/13/23,"6100 Paseo Del Norte Blvd NE, Albuquerque, NM 87113",6,20.66
66391,,F,1/13/23,"765 Hurst St, Center, TX 75935",16,10.94
42446,27,M,1/13/23,"585 N State St, Lindon, UT 84042",10,28.29
30017,22,M,1/13/23,"1900 S 1st St, Artesia, NM 88210",14,11.07
34294,25,M,1/13/23,"1550 Nashville Rd, Franklin, KY 42134",13,2.12
39772,34,M,1/13/23,"6586 GA-40, St. Marys, GA 31558",8,5.36
57589,26,M,1/13/23,"4424 Lebanon Pike, Hermitage, IL 37076",10,5.25
52438,27,F,1/14/23,"3550 S Stewart Ave, Springfield, MO 65807",10,5.14
58836,24,F,1/14/23,"2901 Central Ave, Columbus, IN 47201",11,10.23
23490,57,F,1/14/23,"1725 New Hope Church Rd, Raleigh, NC 27609",10,6.51
39222,28,F,1/14/23,"2100 88th St, North Bergen, NY 07047",8,7.9
45161,40,M,1/14/23,"1550 Nashville Rd, Franklin, KY 42134",11,9.45
53230,43,M,1/14/23,"2901 Central Ave, Columbus, IN 47201",12,6.92
38964,45,F,1/14/23,"1133 East-West Connector, Austell, GA 30106",11,12.39
40448,31,F,1/14/23,"8322 Pineville-Matthews Rd, Charlotte, NC 28226",16,13.08
43626,43,M,1/14/23,"20 Ferguson Blvd, Dry Ridge, KY 41035",14,10.64
44378,34,F,1/14/23,"615 S Cumberland St, Lebanon, TN 37087",8,8.9
43481,41,M,1/14/23,"615 S Cumberland St, Lebanon, AL 37087",8,7.53
39463,50,,1/14/23,"2110 W Walnut St, Rogers, AR 72756",17,3.51
42271,19,F,1/14/23,"406 S Walton Blvd, Bentonville, AR 72712",8,11.83
